,0
5559,joy: 0.3633918762207031
5560,
5561,b'will have to wait and see Im going to Leicester anyway':
5562,neutral: 0.546379566192627
5563,optimism: 0.3632296919822693
5564,approval: 0.35927659273147583
5565,
5566,b'Ur jokes are runner wafer thin ha ha':
5567,admiration: 0.4097985029220581
5568,curiosity: 0.37926068902015686
5569,amusement: 0.37180909514427185
5570,
5571,b' runnersworld Too flipping right ':
5572,neutral: 0.4401749074459076
5573,anger: 0.4085754156112671
5574,approval: 0.3751538097858429
5575,
5576,b'This is soil erosion The reason why I encourage my farmers to sow cover crops to reduce the effects':
5577,curiosity: 0.4284804165363312
5578,neutral: 0.3907524645328522
5579,confusion: 0.370091050863266
5580,
5581,b'Its nearly all done now x':
5582,neutral: 0.6632749438285828
5583,anger: 0.4135057032108307
5584,annoyance: 0.35688284039497375
5585,
5586,b'Roll on Maria ':
5587,neutral: 0.8421525955200195
5588,anger: 0.3828936815261841
5589,surprise: 0.35765573382377625
5590,
5591,b'Absofuckinlutely ':
5592,neutral: 0.6674022078514099
5593,optimism: 0.3904731571674347
5594,curiosity: 0.3829313814640045
5595,
5596,b'Thats different Belated Happy anniversary ':
5597,joy: 0.9980878233909607
5598,excitement: 0.40612006187438965
5599,caring: 0.36570197343826294
5600,
5601,b' clodagh snoek There have been about 7 or 8 here for the past 2 days Theres a patch where some sheep':
5602,neutral: 0.587175190448761
5603,curiosity: 0.4011199176311493
5604,confusion: 0.3697952926158905
5605,
5606,b'Enjoy x':
5607,joy: 0.9438806176185608
5608,excitement: 0.47703495621681213
5609,neutral: 0.4625824987888336
5610,
5611,b' NFUCymru Channel4News Buckets are one of the worst ':
5612,curiosity: 0.40934860706329346
5613,sadness: 0.3681337535381317
5614,embarrassment: 0.3632943034172058
5615,
5616,b'Brilliant':
5617,admiration: 0.8404051065444946
5618,amusement: 0.5193573832511902
5619,remorse: 0.37943828105926514
5620,
5621,b' birderbill Jonny09Jonny Thank you ':
5622,gratitude: 0.9946218729019165
5623,amusement: 0.39071065187454224
5624,excitement: 0.3681012690067291
5625,
5626,b'Better than Antichris t the self mutilation was Gastly Sommbody save Cannes please ':
5627,neutral: 0.4264272153377533
5628,anger: 0.3748328685760498
5629,embarrassment: 0.35965681076049805
5630,
5631,b'Diolch I will be when head clears if I cant get out soon Im cracking open the wine ':
5632,approval: 0.3820284307003021
5633,neutral: 0.3734932541847229
5634,confusion: 0.36968231201171875
5635,
5636,b' we have a day trip to Essex planned ':
5637,neutral: 0.5618835687637329
5638,excitement: 0.3588140606880188
5639,annoyance: 0.35122016072273254
5640,
5641,b'Crikey Matt where were you staying ':
5642,curiosity: 0.4877241849899292
5643,neutral: 0.44633322954177856
5644,anger: 0.3763279318809509
5645,
5646,b' BeachBonkersHQ birderbill Jonny09Jonny Thanks the kestrel spent the afternoon flying between the tree':
5647,gratitude: 0.9913676381111145
5648,pride: 0.35280582308769226
5649,confusion: 0.3525131642818451
5650,
5651,b'Lets pray it comes tomorrow First thing ':
5652,neutral: 0.5544291734695435
5653,disapproval: 0.36051830649375916
5654,nervousness: 0.3592846989631653
5655,
5656,b' itvnews ':
5657,neutral: 0.7116983532905579
5658,excitement: 0.3928433060646057
5659,sadness: 0.3758510649204254
5660,
5661,b'Well the sight of Chris Hemsworth is enough to melt even my icy heart so snow should be a doddle ':
5662,neutral: 0.45001524686813354
5663,disapproval: 0.3689628541469574
5664,approval: 0.36572423577308655
5665,
5666,b'very scientific have you been hanging out with evelyn':
5667,curiosity: 0.4873022437095642
5668,approval: 0.37743180990219116
5669,admiration: 0.3680597245693207
5670,
5671,b' paulatooths CarlRamallo Jilliemary scedmonds MarshaCollier ShiCooks JohnLusher muz4now':
5672,neutral: 0.5346366167068481
5673,curiosity: 0.3905145227909088
5674,anger: 0.3805384635925293
5675,
5676,b' MARISADICICCO VelvetSkye CCChampagne Jilliemary MarlisKaB Ecl99NY joanne argent Katy lamb 2':
5677,neutral: 0.504843533039093
5678,annoyance: 0.3765099346637726
5679,anger: 0.3716456890106201
5680,
5681,b'Glad to hear the snow has not stopped you enjoying your zoomies Pipper Len has been rolling and eating':
5682,joy: 0.9337104558944702
5683,admiration: 0.3823646008968353
5684,excitement: 0.37322545051574707
5685,
5686,b' lovelylynsey charbhardy CarolineBignell scorpius111 hazypets beaverbrookes23 Its not yet Glo Mor':
5687,neutral: 0.413394033908844
5688,disapproval: 0.3913958966732025
5689,approval: 0.3808837831020355
5690,
5691,b' lovelylynsey charbhardy CarolineBignell scorpius111 hazypets beaverbrookes23 Blooming heck I think':
5692,neutral: 0.4447924792766571
5693,approval: 0.3909688889980316
5694,disapproval: 0.3655376136302948
5695,
5696,b' LBC':
5697,neutral: 0.8520064353942871
5698,nervousness: 0.35622599720954895
5699,embarrassment: 0.3558720052242279
5700,
5701,b'And dont forget to stock up on factor 50 The sun may come out between now and November Just saying ':
5702,neutral: 0.5974279642105103
5703,disapproval: 0.3708565831184387
5704,annoyance: 0.36106348037719727
5705,
5706,b'Hi sis lasting way too long have a good day too x':
5707,neutral: 0.5057414770126343
5708,admiration: 0.4341733753681183
5709,anger: 0.35713624954223633
5710,
5711,b'I never knew that snow was frozen water ':
5712,sadness: 0.37698525190353394
5713,approval: 0.3695630431175232
5714,surprise: 0.3660796880722046
5715,
5716,b'Dont panic the flock any more please ':
5717,neutral: 0.4797076880931854
5718,curiosity: 0.40594780445098877
5719,anger: 0.3662010431289673
5720,
5721,b'can hear it thawing and dripping off the roof Its going to be very wet out there Thanks Kevin':
5722,gratitude: 0.9916704893112183
5723,embarrassment: 0.3581079840660095
5724,nervousness: 0.3540908396244049
5725,
5726,b'Ha ha ':
5727,anger: 0.5311741828918457
5728,neutral: 0.5018998384475708
5729,admiration: 0.4986225366592407
5730,
5731,b' NewmarketGallop The thaw is always worse than the actual snow in my experience ':
5732,neutral: 0.38016822934150696
5733,curiosity: 0.3788195848464966
5734,admiration: 0.37132343649864197
5735,
5736,b'The big melt is on here All you can hear is dripping':
5737,neutral: 0.6302648186683655
5738,surprise: 0.35393473505973816
5739,approval: 0.3538475036621094
5740,
5741,b'I thawght I thaw that alright ':
5742,approval: 0.39841535687446594
5743,desire: 0.3890424966812134
5744,anger: 0.3822864592075348
5745,
5746,b' mazymixer':
5747,neutral: 0.6328946352005005
5748,approval: 0.3552744388580322
5749,pride: 0.35317665338516235
5750,
5751,b'Morning Nicky Snow nearly been washed away up here now ':
5752,neutral: 0.39716118574142456
5753,annoyance: 0.36829674243927
5754,surprise: 0.3669235110282898
5755,
5756,b'Chaos':
5757,anger: 0.7718858122825623
5758,admiration: 0.607063353061676
5759,neutral: 0.4511571228504181
5760,
5761,b'Good morning Adam just started to thaw was still snowing at 3am have a great Sunday hun ':
5762,admiration: 0.9534217715263367
5763,joy: 0.3700515925884247
5764,excitement: 0.3669860363006592
5765,
5766,b' jdcnorden Our llama has a drippy nose ':
5767,neutral: 0.4885016977787018
5768,anger: 0.36205029487609863
5769,surprise: 0.3609360158443451
5770,
5771,b'What do you reckon the chances are of Tuesdays match going ahead ':
5772,curiosity: 0.6943305730819702
5773,neutral: 0.4139426052570343
5774,confusion: 0.3932065963745117
5775,
5776,b' Mackcinn jdcnorden Can you have a word Were coming over in a bit Would like to get there ':
5777,neutral: 0.5711305737495422
5778,curiosity: 0.42593666911125183
5779,annoyance: 0.3564222753047943
5780,
5781,b' NewmarketGallop Indeed Once the snow starts to disappear amp is replaced by this squalor one can bec':
5782,neutral: 0.4432993233203888
5783,admiration: 0.37586864829063416
5784,annoyance: 0.36396607756614685
5785,
5786,b'Good morning Derry Heres hoping the thaw will reach Ireland soon ':
5787,admiration: 0.5044423937797546
5788,optimism: 0.3982064723968506
5789,approval: 0.3785763382911682
5790,
5791,b'Yes dear ':
5792,desire: 0.4058610200881958
5793,approval: 0.40321534872055054
5794,excitement: 0.3653419017791748
5795,
5796,b' SunderlandUK SeeitDoitSund SunderlandCity SunderlandBID NorthernEngland getnorth2018':
5797,neutral: 0.47769200801849365
5798,disapproval: 0.37762293219566345
5799,approval: 0.3742133378982544
5800,
5801,b'The big thaw hasnt started here in the Derbyshire Dales Currently snowing very heavily ':
5802,neutral: 0.5238906145095825
5803,curiosity: 0.39238569140434265
5804,admiration: 0.36271265149116516
5805,
5806,b'Morning nicky yes not snowin':
5807,disapproval: 0.4441128671169281
5808,neutral: 0.4382733106613159
5809,confusion: 0.3748790919780731
5810,
5811,b'Good morning hun yes going to be a right mess and all slushy horrible x':
5812,admiration: 0.5049623847007751
5813,approval: 0.3774394392967224
5814,optimism: 0.37216493487358093
5815,
5816,b' littlejomini1 jpndcf chickago13 JackiHicks Stigonthelizard Morning peeps Happy Sunday Daffs have':
5817,joy: 0.9862703680992126
5818,excitement: 0.3994244933128357
5819,nervousness: 0.36304908990859985
5820,
5821,b' Mackcinn jdcnorden Good lad Potter around town then a gig this evening Got to get there first still manky here ':
5822,admiration: 0.48414096236228943
5823,neutral: 0.392124742269516
5824,approval: 0.3651958703994751
5825,
5826,b' GeraldKean Thanks GeraldKean for highlighting the decent hard working people of Tallaght whove been':
5827,gratitude: 0.9914246797561646
5828,annoyance: 0.35521745681762695
5829,pride: 0.3544636070728302
5830,
5831,b'Probably get the best ones from my bedroom window Ill go see what I can do ':
5832,admiration: 0.47110867500305176
5833,curiosity: 0.4236066937446594
5834,approval: 0.38241803646087646
5835,
5836,b'Back front and side Its a bit misty put there':
5837,neutral: 0.6603627800941467
5838,approval: 0.3557259142398834
5839,excitement: 0.3536454737186432
5840,
5841,b' Mackcinn jdcnorden Nah driving Getting the last use out of this car waiting for my new one ':
5842,neutral: 0.44426047801971436
5843,approval: 0.3647879958152771
5844,embarrassment: 0.3616017997264862
5845,
5846,b'And well still no doubt get a hosepipe ban in the summer ':
5847,neutral: 0.588147759437561
5848,disapproval: 0.36944109201431274
5849,annoyance: 0.36149778962135315
5850,
5851,b'Nod':
5852,admiration: 0.4398794174194336
5853,anger: 0.4122232496738434
5854,excitement: 0.40796613693237305
5855,
5856,b' Thaw':
5857,curiosity: 0.5010911226272583
5858,neutral: 0.4775768220424652
5859,amusement: 0.4028147757053375
5860,
5861,b'Heatwave by Friday ':
5862,neutral: 0.7675583958625793
5863,excitement: 0.366216242313385
5864,surprise: 0.36277446150779724
5865,
5866,b'Less of the donut thanks Tap wont budge emergency plumber couldnt fix Now water off at mains until new part arrives ':
5867,gratitude: 0.9908784031867981
5868,nervousness: 0.3551158607006073
5869,pride: 0.3532189130783081
5870,
5871,b' LeinadDOP80 Hertschick needaphone clairebearbunch phillipross11 racheyra jayney Tho I thaw':
5872,neutral: 0.4797596037387848
5873,desire: 0.3621508479118347
5874,embarrassment: 0.3607897162437439
5875,
5876,b' SwiftsLive With the temperatures rising i guess highly likely Unless of course the weather chooses otherwise ':
5877,neutral: 0.5218785405158997
5878,approval: 0.37065088748931885
5879,embarrassment: 0.3577975332736969
5880,
5881,b' FatOldAnarchist gash1965 SkamanD14 nikidoog sineadmcfc BrookeED0217 brunstead deborahvanjohn1':
5882,neutral: 0.44182491302490234
5883,anger: 0.40108054876327515
5884,annoyance: 0.3722411096096039
5885,
5886,b'Just hoping for that sun to properly come through for Cheltenham':
5887,approval: 0.37624284625053406
5888,sadness: 0.37563556432724
5889,optimism: 0.37349429726600647
5890,
5891,b'Not sure if its thawing or not ':
5892,neutral: 0.5112224221229553
5893,confusion: 0.4926846921443939
5894,disapproval: 0.49110692739486694
5895,
5896,b'Before the big thaw took hold So pretty ':
5897,admiration: 0.6596674919128418
5898,embarrassment: 0.35823315382003784
5899,surprise: 0.35732218623161316
5900,
5901,b'Morning Derry Ill be glad to see the back of this snow ':
5902,joy: 0.9773722290992737
5903,gratitude: 0.39268407225608826
5904,excitement: 0.3656422793865204
5905,
5906,b' NewmarketGallop Along river Trent could not believe the thaw next week it will be high from the D':
5907,neutral: 0.5223081111907959
5908,disapproval: 0.3802734315395355
5909,embarrassment: 0.3598969578742981
5910,
5911,b' Go support these wonderful people who care for the most amazing intelligent and gorgeous Donkeys ':
5912,admiration: 0.9832965135574341
5913,anger: 0.3888310194015503
5914,excitement: 0.3667745590209961
5915,
5916,b' SouthernWater how much fluoride is in these bottles of water ':
5917,curiosity: 0.48648127913475037
5918,neutral: 0.443695992231369
5919,confusion: 0.3778787851333618
5920,
5921,b' LeinadDOP80 Hertschick needaphone clairebearbunch phillipross11 racheyra jayney 5C now BBQ time D':
5922,neutral: 0.5823786854743958
5923,curiosity: 0.363303005695343
5924,optimism: 0.35881078243255615
5925,
5926,b'Yay ':
5927,neutral: 0.5340959429740906
5928,curiosity: 0.43429020047187805
5929,gratitude: 0.4241252839565277
5930,
5931,b'Its a balmy 3c outside I took my coat off and left it in the car ':
5932,neutral: 0.45928505063056946
5933,approval: 0.3659078776836395
5934,nervousness: 0.3629923462867737
5935,
5936,b' you Definately have cabin fever':
5937,neutral: 0.4262023866176605
5938,admiration: 0.4216897189617157
5939,curiosity: 0.4053063690662384
5940,
5941,b'Wow incredible What an amazing job youve all done Thank you ':
5942,admiration: 0.9978204965591431
5943,gratitude: 0.9927021265029907
5944,excitement: 0.3666711151599884
5945,
5946,b' VelvetSkye SONOWWHATWORLD BootsieBoutique klotylda69 carolyn660 CarolynNewsom':
5947,neutral: 0.6356510519981384
5948,disgust: 0.359466016292572
5949,pride: 0.35879072546958923
5950,
5951,b' Judy Cockerton SONOWWHATWORLD BootsieBoutique klotylda69 carolyn660 CarolynNewsom':
5952,neutral: 0.531867265701294
5953,joy: 0.37774693965911865
5954,admiration: 0.37127262353897095
5955,
5956,b'Hi Lulu yes please snow go away I did enjoy my few days off work but I need to go outside ':
5957,joy: 0.8504732251167297
5958,curiosity: 0.4200163185596466
5959,caring: 0.363963782787323
5960,
5961,b' Martinshelton CharlieTrem another classic boring':
5962,neutral: 0.6502799987792969
5963,admiration: 0.4067232012748718
5964,disgust: 0.3538588285446167
5965,
5966,b'Since when is valuable topsoil being blown of poorly managed farmland impressive Youre just illust':
5967,neutral: 0.47185882925987244
5968,curiosity: 0.3596354126930237
5969,annoyance: 0.3577202260494232
5970,
5971,b'Next time take the Mrs somewhere warm ':
5972,neutral: 0.5564613342285156
5973,anger: 0.3778439164161682
5974,approval: 0.35725781321525574
5975,
5976,b'You too Sheila have a lovely weekend and a fabulous week ahead X':
5977,neutral: 0.6187648773193359
5978,nervousness: 0.3574768602848053
5979,embarrassment: 0.35444486141204834
5980,
5981,b'Great news driving lessons and test back to normal soon':
5982,admiration: 0.9328268766403198
5983,optimism: 0.36008575558662415
5984,embarrassment: 0.359283447265625
5985,
5986,b'Have done Once we dug through the snow to find it ':
5987,neutral: 0.41206806898117065
5988,annoyance: 0.3618733882904053
5989,curiosity: 0.3597410321235657
5990,
5991,b'If only you could have a webcam in that position ':
5992,neutral: 0.6425413489341736
5993,curiosity: 0.3964264988899231
5994,approval: 0.36048638820648193
5995,
5996,b'Thankfully theres no snow on the roof but a lot is coming in and also through the wall on both sides of the bay ':
5997,neutral: 0.5499023795127869
5998,approval: 0.3649972975254059
5999,annoyance: 0.3608408570289612
6000,
6001,b'Starting to think one of the reasons Ive been so ill with headaches chest pains and a weakened immune system for':
6002,neutral: 0.401581734418869
6003,admiration: 0.36925992369651794
6004,approval: 0.3685988485813141
6005,
6006,b' FatOldAnarchist gash1965 SkamanD14 nikidoog sineadmcfc BrookeED0217 brunstead':
6007,neutral: 0.4846186935901642
6008,anger: 0.42503905296325684
6009,annoyance: 0.3811753988265991
6010,
6011,b'Dont forget the floods ':
6012,neutral: 0.6903378963470459
6013,disapproval: 0.3720041811466217
6014,admiration: 0.3705158233642578
6015,
6016,b' Devon Hour Exeter Hour Its disappeared so fast another 10 year wait till the next snow days lol':
6017,amusement: 0.9982011318206787
6018,nervousness: 0.3588883578777313
6019,pride: 0.3554668426513672
6020,
6021,b' Devon Hour Exeter Hour Well this is it I think thats why we all went a bit mad over it its so':
6022,curiosity: 0.4678690731525421
6023,confusion: 0.3877139985561371
6024,approval: 0.38691505789756775
6025,
6026,b' Devon Hour Exeter Hour Devon Exeter Amazing how quickly it vanished ':
6027,admiration: 0.9690743684768677
6028,curiosity: 0.4773082137107849
6029,confusion: 0.3683169484138489
6030,
6031,b' Devon Hour Exeter Hour Devon Exeter It really was Quite a sight to see and today almost no trace ':
6032,neutral: 0.5397422909736633
6033,approval: 0.362247109413147
6034,embarrassment: 0.36066555976867676
6035,
6036,b'Hi we are hoping to run a full service tomorrow EC':
6037,neutral: 0.4721655249595642
6038,curiosity: 0.3884204626083374
6039,disgust: 0.3609371483325958
6040,
6041,b'The roads are fine but for some reason the trains are still rubbish ':
6042,neutral: 0.3956165015697479
6043,approval: 0.37539905309677124
6044,annoyance: 0.3680737316608429
6045,
6046,b'Recent rock fall on the Great Western headland by the cave Where you recently interviewed Cllr Dave Cheney regardi':
6047,admiration: 0.8093604445457458
6048,neutral: 0.4038975238800049
6049,embarrassment: 0.364455908536911
6050,
6051,b' Not all people are aware of the dangers especially after the freeze the thaw and the heavy rains ':
6052,neutral: 0.43876996636390686
6053,approval: 0.3697051405906677
6054,annoyance: 0.3630979359149933
6055,
6056,b'Not yet thats in a few days time x':
6057,neutral: 0.6976889967918396
6058,disapproval: 0.3737388253211975
6059,nervousness: 0.35373201966285706
6060,
6061,b'Bet you cant wait Im not even one bit jealous MUCH Enjoy xx':
6062,joy: 0.8734142184257507
6063,disapproval: 0.3841586410999298
6064,disappointment: 0.3643362820148468
6065,
6066,b'Looks lovely ':
6067,admiration: 0.8181471228599548
6068,joy: 0.4868309795856476
6069,desire: 0.3603644371032715
6070,
6071,b' mkcouncil mkfm tvp mk Bucksfire You guys did a good job this weekend Had to cross the city yesterd':
6072,admiration: 0.6198063492774963
6073,curiosity: 0.4044782817363739
6074,caring: 0.3567850887775421
6075,
6076,b'Shhhhhh dont bloody jinx it ':
6077,neutral: 0.5028502941131592
6078,disapproval: 0.38787931203842163
6079,anger: 0.383748322725296
6080,
6081,b'Thanks Carl Yes it was ':
6082,gratitude: 0.9935046434402466
6083,anger: 0.40379419922828674
6084,sadness: 0.36216747760772705
6085,
6086,b'The snows fully gone here in Reading Rain today ':
6087,neutral: 0.5805706977844238
6088,sadness: 0.3683003783226013
6089,approval: 0.3610907196998596
6090,
6091,b'Nothing a defender wont get down lol':
6092,amusement: 0.9991132616996765
6093,nervousness: 0.36346954107284546
6094,embarrassment: 0.3586938977241516
6095,
6096,b'Autocorrect they meant to say Thor is coming':
6097,neutral: 0.7523568272590637
6098,disapproval: 0.3523794710636139
6099,embarrassment: 0.35052067041397095
6100,
6101,b'Haha ':
6102,amusement: 0.9957977533340454
6103,embarrassment: 0.39108407497406006
6104,joy: 0.3815357983112335
6105,
6106,b' stephenhillbill becci608 SaffiTheStaffie rjanegibbons82 Archiethestaffy JodeF7 judithsaddlery':
6107,anger: 0.5294857025146484
6108,neutral: 0.4116637110710144
6109,annoyance: 0.3846767544746399
6110,
6111,b' Lizzie Chantree bigoleal51 Pashia19 analons planetgekko RobertDRoseJr1 WiPoKuLi JorgeOfitas':
6112,neutral: 0.4203736484050751
6113,admiration: 0.39785489439964294
6114,approval: 0.36257463693618774
6115,
6116,b'looking good ':
6117,admiration: 0.9142017960548401
6118,joy: 0.4245617389678955
6119,love: 0.3907654583454132
6120,
6121,b'A tragic loss A true melter ':
6122,neutral: 0.49866119027137756
6123,admiration: 0.3870910406112671
6124,approval: 0.3690125346183777
6125,
6126,b'Great news now fix webcams please':
6127,admiration: 0.993770182132721
6128,approval: 0.36224648356437683
6129,excitement: 0.3612176775932312
6130,
6131,b'It looks very wet ':
6132,admiration: 0.6350696086883545
6133,neutral: 0.4616372585296631
6134,approval: 0.39325717091560364
6135,
6136,b'Isnt it amazing how we CAN pull together Makes me wonder why we choose not to ':
6137,admiration: 0.9396040439605713
6138,curiosity: 0.5126259326934814
6139,joy: 0.40903207659721375
6140,
6141,b'Double figures It feels like a heatwave ':
6142,neutral: 0.4713711738586426
6143,love: 0.3791460692882538
6144,annoyance: 0.361333429813385
6145,
6146,b'Shit I hope its all sorted soon ':
6147,optimism: 0.9998606443405151
6148,anger: 0.43914705514907837
6149,desire: 0.4204299747943878
6150,
6151,b'Hi yes we are thx pls call shop or try our app ':
6152,neutral: 0.47931548953056335
6153,curiosity: 0.40539097785949707
6154,confusion: 0.37755489349365234
6155,
6156,b'All gone apart from one very sorry looking SnowLady Was fun but glad to get back to normal womaninbizhour':
6157,remorse: 0.9957973957061768
6158,joy: 0.9385154843330383
6159,sadness: 0.5171488523483276
6160,
6161,b'No excuse for careless driving in these conditions we should be more vigilant if anything ':
6162,neutral: 0.49451592564582825
6163,approval: 0.37746462225914
6164,disapproval: 0.3707362711429596
6165,
6166,b' readinghalf UniofReading CARA1933 6 miles yesterday and 4 today Time is running out for me What about you ':
6167,curiosity: 0.48426753282546997
6168,neutral: 0.4518149495124817
6169,anger: 0.37546226382255554
6170,
6171,b'Steady Not everyone understands such complex matters Maybe shes just explaining it for Ms Abbott ':
6172,disapproval: 0.39353641867637634
6173,admiration: 0.36631259322166443
6174,approval: 0.36596590280532837
6175,
6176,b'thanks dear people':
6177,gratitude: 0.9909830093383789
6178,anger: 0.3886907994747162
6179,annoyance: 0.3801402449607849
6180,
6181,b' readinghalf UniofReading CARA1933 Wow Two days in a row 11 today for me Last long one ':
6182,neutral: 0.48853686451911926
6183,approval: 0.3668665587902069
6184,nervousness: 0.36562126874923706
6185,
6186,b' bbc5live Floods ':
6187,neutral: 0.7006929516792297
6188,curiosity: 0.48150745034217834
6189,gratitude: 0.4354120194911957
6190,
6191,b' bbc5live Should get someone to report on pot holes from St Albans Justin King AA had suspension':
6192,neutral: 0.504532516002655
6193,sadness: 0.35681602358818054
6194,embarrassment: 0.35583826899528503
6195,
6196,b'Thanks Fingers crossed See you in class in a day or two ':
6197,gratitude: 0.9939095973968506
6198,curiosity: 0.3697308599948883
6199,nervousness: 0.3577432632446289
6200,
6201,b' bbc5live Rachel please find time to mention how it is that Premier inn turned away homeless people w':
6202,curiosity: 0.4075380861759186
6203,neutral: 0.367570161819458
6204,disapproval: 0.36666104197502136
6205,
6206,b' bbc5liv':
6207,neutral: 0.8587942123413086
6208,remorse: 0.3724033832550049
6209,excitement: 0.35978758335113525
6210,
6211,b' ScotEngineering StrathEng BBCScotLearn BBCScotWeather cityofscience EducationScot maureen0207':
6212,neutral: 0.6168420910835266
6213,nervousness: 0.3527209162712097
6214,embarrassment: 0.34934788942337036
6215,
6216,b' STEMglasgow ScotEngineering StrathEng BBCScotLearn cityofscience EducationScot maureen0207 Fantastic job ':
6217,neutral: 0.4246737062931061
6218,admiration: 0.38277000188827515
6219,confusion: 0.36118626594543457
6220,
6221,b' mkcouncil mkfm tvp mk Bucksfire The team has been amazing throughout the week thanks for gritting our roads ':
6222,gratitude: 0.9941439032554626
6223,admiration: 0.9351506233215332
6224,pride: 0.35510316491127014
6225,
6226,b' bbcmtd HTnewsroom BBCSWWeather Bring on the flood stories ':
6227,neutral: 0.47292518615722656
6228,love: 0.43921732902526855
6229,anger: 0.39798668026924133
6230,
6231,b' bbc5live and our hangover':
6232,neutral: 0.7085645198822021
6233,desire: 0.3634297847747803
6234,nervousness: 0.36266380548477173
6235,
6236,b'Ill be in Ericas for Tuesday Maybe see you then ':
6237,neutral: 0.5207853317260742
6238,curiosity: 0.3808421790599823
6239,joy: 0.37854161858558655
6240,
6241,b'And now were being advised to not use too much water What the fek have they done with it all ':
6242,neutral: 0.5964813232421875
6243,curiosity: 0.3827457129955292
6244,disapproval: 0.37889978289604187
6245,
6246,b'Had soooo much snow but now rapidly thawing This orchid was photographed last summer Hopefully a remind':
6247,optimism: 0.991942286491394
6248,remorse: 0.37080469727516174
6249,caring: 0.37078574299812317
6250,
6251,b'Heres hoping the temps rise and the snow disappears quickly Jane ':
6252,curiosity: 0.3876831829547882
6253,neutral: 0.3740854859352112
6254,optimism: 0.37099769711494446
6255,
6256,b'Thats gorgeous ':
6257,admiration: 0.8853043913841248
6258,anger: 0.4283113181591034
6259,surprise: 0.36156168580055237
6260,
6261,b'Theres been a big thaw today as the temperatures have risen at last Sadly I havent been able to get':
6262,approval: 0.3713409900665283
6263,neutral: 0.3699597120285034
6264,curiosity: 0.3648293912410736
6265,
6266,b'It was such a beautiful flower I do hope there will be more this year I will be out looking for evid':
6267,optimism: 0.9996660947799683
6268,admiration: 0.9751356244087219
6269,caring: 0.37814533710479736
6270,
6271,b'this would make a great painting ':
6272,admiration: 0.9981063604354858
6273,embarrassment: 0.3688749074935913
6274,nervousness: 0.3677583932876587
6275,
6276,b'Yep a friend of mine has been given water from water board 3 bottles per household':
6277,neutral: 0.5600919127464294
6278,anger: 0.39097729325294495
6279,annoyance: 0.366821825504303
6280,
6281,b'Yes not long to go now so looking forward to it':
6282,neutral: 0.5483391284942627
6283,disapproval: 0.38613349199295044
6284,approval: 0.36098921298980713
6285,
6286,b'Well exactly that x':
6287,neutral: 0.5377692580223083
6288,approval: 0.3746100664138794
6289,anger: 0.37345755100250244
6290,
6291,b'very pretty':
6292,admiration: 0.9246695041656494
6293,approval: 0.38688743114471436
6294,surprise: 0.3730672299861908
6295,
6296,b'Know anyone with a Defender ':
6297,neutral: 0.6760932207107544
6298,curiosity: 0.42507243156433105
6299,nervousness: 0.35951340198516846
6300,
6301,b'I hope you dont repeat the joke to many times on your breakfast show ':
6302,optimism: 0.9998602867126465
6303,desire: 0.4002944827079773
6304,caring: 0.3854540288448334
6305,
6306,b'Did it start ':
6307,curiosity: 0.6242468357086182
6308,neutral: 0.5608521103858948
6309,confusion: 0.37025904655456543
6310,
6311,b' and South West London None since Saturday 8 00pm ':
6312,neutral: 0.6789081692695618
6313,joy: 0.3671196699142456
6314,anger: 0.36291006207466125
6315,
6316,b'Morning Ian the snow has gone in East Yorkshire it went as quick as it arrived':
6317,neutral: 0.4660387635231018
6318,approval: 0.36646345257759094
6319,annoyance: 0.36360371112823486
6320,
6321,b'Warmed up by lunchtime and a lot of thawing during the afternoon ':
6322,neutral: 0.5900927186012268
6323,embarrassment: 0.3592877686023712
6324,nervousness: 0.35783302783966064
6325,
6326,b'At dwryfelin School in Neath classrooms the gymnasium and offices have been wrecked by water Its cl':
6327,neutral: 0.5404685735702515
6328,approval: 0.36487483978271484
6329,desire: 0.36242374777793884
6330,
6331,b' Ian C Thomas':
6332,neutral: 0.6971777081489563
6333,anger: 0.37617605924606323
6334,disapproval: 0.36535781621932983
6335,
6336,b'Hydro power Ill build an ark ':
6337,neutral: 0.4682338535785675
6338,approval: 0.4029260575771332
6339,disapproval: 0.39285367727279663
6340,
6341,b' 8 today Let the sog begin No doubt we will hear the squeals of excitement from here when you get the keys Xxx':
6342,neutral: 0.6041433811187744
6343,annoyance: 0.3647981584072113
6344,anger: 0.36438611149787903
6345,
6346,b' hammondweather I wonder how we would cope with a 10 week big freeze Badly I think ':
6347,curiosity: 0.4491473436355591
6348,approval: 0.3787476122379303
6349,confusion: 0.37834131717681885
6350,
6351,b'Absolutely xx':
6352,admiration: 0.61427241563797
6353,love: 0.4630843997001648
6354,anger: 0.4126727283000946
6355,
6356,b' weathertrending hammondweather I was a young teenager in the 1962 63 freeze in a small Wiltshire vi':
6357,neutral: 0.5217095613479614
6358,approval: 0.3610347807407379
6359,surprise: 0.3607938289642334
6360,
6361,b'Thanks Brian':
6362,gratitude: 0.9930495023727417
6363,curiosity: 0.38215771317481995
6364,joy: 0.38098642230033875
6365,
6366,b' countrywalking TGOMagazine BBCCountryfile The Dalesman beautiful ':
6367,admiration: 0.9974997639656067
6368,excitement: 0.36961913108825684
6369,remorse: 0.3656672537326813
6370,
6371,b'Thank you lovely Hope the boys got some snow fun x':
6372,optimism: 0.999690055847168
6373,gratitude: 0.9946843981742859
